authors,average_rating,language_code,# num_pages,ratings_count,text_reviews_count
Jane Porter,3.72,eng,192.0,212.0,19.0
Susan Mallery,3.95,eng,256.0,497.0,22.0
Christina Dodd,3.8,eng,384.0,2072.0,82.0
Jerry Spinelli,3.76,eng,186.0,1917.0,244.0
Jerry Spinelli,3.82,en-US,274.0,686.0,111.0
Gordon Korman,3.72,eng,262.0,5873.0,613.0
Gordon Korman,3.64,eng,268.0,1597.0,143.0
Albert Demeo-Mary Jane Ross,4.05,eng,288.0,932.0,104.0
Lewis Perdue,3.67,spa,496.0,18.0,1.0
Rob Thomas-Leah Wilson-Heather Havrilesky-Amy Berner-Lynne Edwards-John  Ramos-Alafair Burke-Chris McCubbin-Lawrence Watt-Evans-Lani Diane Rich-Geoff Klock-Judy Fitzwater-Evelyn Vaughn-Joyce Millman-Amanda Ann Klein-Kristen Kidder-Jesse Hassenger-Gwen Ellery-Misty Hook-Samantha Bornemann,3.64,eng,224.0,911.0,108.0
Nicholas Christopher,3.27,eng,320.0,54.0,9.0
Arthur Golden,4.1,eng,452.0,54.0,9.0
Monica Drake-Chuck Palahniuk,3.42,eng,297.0,5305.0,328.0
Chuck Palahniuk,3.69,en-GB,293.0,1457.0,108.0
Chuck Palahniuk,3.51,en-US,176.0,8326.0,422.0
Chuck Palahniuk-Erik Darling-Arthur Morey-Scott Brick-Lorna Raver-Marc Cashman-Kimberly Farr-Renee Randman,3.59,eng,14.0,54.0,23.0
Chuck Palahniuk,3.57,eng,233.0,212.0,15.0
Chuck Palahniuk-Werner Schmitz,3.69,ger,320.0,89.0,1.0
Chuck Palahniuk,3.59,eng,416.0,166.0,15.0
Chuck Palahniuk-Freddy Michalski,3.92,fre,365.0,14.0,533.6321277526615
Chuck Palahniuk-Javier Calvo,3.59,spa,442.0,112.0,11.0
Chuck Palahniuk,3.59,spa,442.0,31.0,4.0
Chuck Palahniuk-Javier Calvo,3.57,spa,253.0,10.0,1.0
Douglas Coupland,3.83,eng,291.0,9167.0,332.0
Douglas Coupland,3.83,en-US,152.0,794.0,40.0
Douglas Coupland,4.34,eng,176.0,254.0,22.0
Douglas Coupland,3.69,eng,279.0,350.0,32.0
Douglas Coupland,3.5,eng,282.0,8182.0,200.0
Douglas Coupland,3.48,ger,352.0,6.0,3.0
Douglas Coupland,3.48,eng,311.0,160.0,13.0
Douglas Coupland,3.48,eng,320.0,110.0,5.0
Eileen Gunn-Howard Waldrop-William Gibson,3.75,eng,208.0,98.0,19.0
Dani Cavallaro,3.79,eng,258.0,59.0,4.0
Neil Gaiman,4.26,eng,1.0,1539.0,190.0
Neil Gaiman-Dave McKean,4.03,en-US,64.0,280.0,30.0
Neil Gaiman-Chris Bachalo-Mark Buckingham-Mark Pennington-Claire Danes,4.22,eng,95.0,12206.0,195.0
Neil Gaiman-Michael Zulli,3.84,eng,46.0,1627.0,163.0
Grant Morrison-Frank Quitely,4.05,eng,120.0,2036.0,46.0
Grant Morrison-Steve Yeowell-Jill Thompson-Dennis Cramer-Peter Milligan,3.95,eng,224.0,8669.0,364.0
Grant Morrison-Jon J. Muth,3.44,en-US,80.0,664.0,37.0
Grant Morrison-Duncan Fegredo,3.4,eng,144.0,659.0,39.0
Grant Morrison-Frank Quitely,4.06,eng,144.0,7371.0,118.0
Grant Morrison-Ryan Sook-Mick Gray-Frazer Irving-J.H. Williams III-Simone Bianchi-Cameron Stewart,3.79,eng,224.0,2017.0,96.0
Grant Morrison-Richard Case-Doug Braithwaite-Scott Hanna-Carlos Garzon-John Nyberg,4.09,eng,192.0,5158.0,218.0
Grant Morrison-Chris Weston-Gary Erskine,3.75,en-US,320.0,3805.0,258.0
Grant Morrison-Jill Thompson-Chris Weston-John Ridgway-Steve Parkhouse-Paul Johnson,4.22,eng,208.0,5791.0,122.0
Grant Morrison-Richard Case-Ken Steacy-Stan Woch-Philip Bond-Mark McKenna-Scott Hanna,4.26,eng,203.0,1308.0,50.0
Grant Morrison-Howard Porter-John Dell,3.97,en-US,93.0,3601.0,91.0
Grant Morrison-Klaus Janson,3.79,eng,128.0,4168.0,114.0
Grant Morrison-Frank Quitely,3.96,eng,96.0,5019.0,140.0
Robert  Mayer-Grant Morrison,3.52,eng,240.0,409.0,56.0
Grant Morrison-Philip Bond-D'Israeli-Daniel Vozzo,3.56,en-US,55.0,1251.0,66.0
Grant Morrison-Igor Kordey-Ethan Van Sciver,3.85,eng,160.0,2.0,533.6321277526615
Grant Morrison-Frank Quitely-Rafael De la Iglesia,3.96,spa,96.0,6.0,2.0
Grant Morrison-Mark Waid-Howard Porter-John Dell,3.91,eng,222.0,15.0,2.0
Grant Morrison-Richard Case-Mike Dringenberg-Mark McKenna-Jamie Hewlett-Steve Yeowell-Rian Hughes,4.16,eng,256.0,2265.0,73.0
Grant Morrison-Marc Silvestri,3.77,eng,112.0,1738.0,45.0
Grant Morrison-Philip Bond-Warren Pleece-Sean Phillips-Jay Stephens-Frank Quitely-Steve Yeowell,4.19,en-US,288.0,3238.0,82.0
Grant Morrison-Phil Jimenez-John Stokes-Tommy Lee Edwards-Paul Johnson-Steve Yeowell-Dick Giordano-Mark Buckingham-Mark Pennington,4.22,en-US,232.0,3941.0,84.0
Pete Hautman,3.84,eng,160.0,2269.0,346.0
Grant Morrison-Phil Jimenez-John Stokes,4.17,en-US,104.0,3823.0,73.0
Grant Morrison-Chris Weston-Ivan Reis,4.24,en-US,224.0,3811.0,61.0
Ivan T. Sanderson-David Hatcher Childress,3.68,en-US,100.0,59.0,7.0
Grant Morrison-Phil Jimenez-John Stokes,4.19,en-US,240.0,4224.0,67.0
Russell Roberts-Russ Roberts,3.75,eng,282.0,586.0,85.0
Warren Ellis-Darick Robertson-Rodney Ramos-Patrick Stewart,4.41,eng,144.0,11106.0,140.0
Warren Ellis-Darick Robertson-Rodney Ramos,4.47,eng,140.0,9645.0,85.0
Warren Ellis-Darick Robertson-Rodney Ramos,4.51,eng,144.0,10070.0,171.0
Warren Ellis-Darick Robertson-Rodney Ramos,4.43,eng,144.0,10076.0,85.0
Warren Ellis-Darick Robertson-Rodney Ramos-Darren Aronofsky,4.32,eng,144.0,12298.0,83.0
Dave Eggers-Kevin Shay-Lee Epstein-Suzanne Kleid-McSweeney's Publishing,3.76,eng,249.0,1755.0,141.0
Brian Greene,4.12,en-US,592.0,324.0,21.0
Albert Einstein-Brian Greene,4.33,en-US,200.0,25.0,1.0
Brian Greene,4.12,eng,16.0,19.0,5.0
Preston Peet,3.84,eng,343.0,152.0,5.0
Preston Peet,3.64,eng,312.0,55.0,3.0
Russ Kick,3.87,eng,399.0,995.0,36.0
Charles Darwin-Philip Appleman,3.99,en-US,134.0,31.0,3.0
Albert Jack-Ann Page,3.71,en-US,272.0,68.0,5.0
Charles Darwin-Julian Huxley,3.99,eng,576.0,760.0,71.0
Elaine Pagels,3.9,eng,240.0,5537.0,190.0
Jean-Jacques Rousseau,3.83,eng,73.0,9630.0,191.0
Donald Kagan,4.01,eng,573.0,494.0,28.0
Hannah Arendt,4.27,eng,674.0,74.0,10.0
Julian Jaynes,4.24,eng,491.0,3258.0,403.0
Casey Loe-Laura Parkinson,4.0,eng,256.0,24.0,1.0
Barrington Moore Jr.-James C. Scott-Edward Friedman,3.98,eng,592.0,801.0,37.0
Carl Zimmer,4.0,eng,176.0,167.0,16.0
Daron Acemoğlu-James A. Robinson,3.93,eng,416.0,143.0,9.0
Yosef A.A. Ben-Jochannan,4.56,eng,363.0,119.0,6.0
Aldon D. Morris,4.04,en-US,368.0,145.0,13.0
F.F. Bruce-Philip W. Comfort-Carl F.H. Henry-J.I. Packer,3.84,en-US,352.0,74.0,10.0
Don  Lee,3.45,eng,320.0,312.0,40.0
Colin McGinn,3.65,eng,256.0,219.0,28.0
Michael Baur-Steven Baur-James S. Spiegel,3.63,eng,288.0,152.0,14.0
Steve Turner,3.79,eng,254.0,121.0,21.0
Harold Bloom,4.02,eng,745.0,16.0,5.0
Douglas Coupland,3.71,en-US,448.0,617.0,73.0
Joe Meno,3.72,eng,270.0,5232.0,472.0
Neil deGrasse Tyson-Stephen Tyson,4.19,eng,352.0,82.0,4.0
Neil deGrasse Tyson,4.02,eng,318.0,293.0,25.0
Neil deGrasse Tyson,4.11,eng,384.0,9822.0,552.0
Joseph Vargo-Christine Filipak-Eric Muss-Barnes-Jalone J. Haessig-Joseph Iorillo-Robert Michaels-Russell Novotny-James Pipik,4.23,en-US,282.0,54.0,5.0
Stephen King,4.28,eng,686.0,344.0,38.0
Stephen King,3.96,eng,231.0,2223.0,222.0
Yu Aida-Hiroshi Aida,3.86,eng,175.0,886.0,36.0
Ed Dorn,4.11,eng,224.0,238.0,23.0
Thomas Harlan,3.79,eng,512.0,280.0,35.0
Antony Johnston-Christopher Mitten,3.56,eng,160.0,569.0,71.0
Jennifer Hendricks-Gordon Hendricks,3.65,eng,384.0,574.0,21.0
Watchman Nee,4.41,eng,80.0,2554.0,126.0
Robert Ferrigno,3.75,eng,458.0,771.0,94.0
Philip K. Dick,3.28,en-US,301.0,679.0,104.0
Philip K. Dick-James Tiptree Jr.,4.19,eng,380.0,448.0,39.0
Philip K. Dick-Eric Dawe-Benjamin L. Darcie-Benjamin L Darcie,3.46,eng,188.0,1791.0,135.0
Lawrence Sutin,4.09,en-US,352.0,1084.0,52.0
Philip K. Dick,3.93,spa,299.0,37.0,1.0
Philip K. Dick-John Brunner,4.22,eng,450.0,614.0,33.0
Philip K. Dick,3.51,eng,165.0,1502.0,89.0
Philip K. Dick,3.71,en-GB,422.0,61.0,3.0
Philip K. Dick-Hélène Collon,3.94,fre,448.0,45.0,3.0
Ali Vali,4.21,eng,212.0,441.0,11.0
Jean Baudrillard-Sheila Faria Glaser,3.98,eng,164.0,8919.0,297.0
Jean Baudrillard,3.9,spa,172.0,12.0,1.0
Jean Baudrillard-James Benedict,4.0,eng,224.0,957.0,26.0
Jean Baudrillard-Chris     Turner,3.86,eng,215.0,239.0,10.0
Chris Horrocks-Zoran Jevtić,3.31,eng,176.0,155.0,24.0
Jean-Paul Sartre,3.84,eng,96.0,4090.0,146.0
Jean-Paul Sartre-James  Wood-Robert Baldick,3.92,eng,253.0,1459.0,120.0
T.Z. Lavine,3.93,eng,426.0,893.0,66.0
Hunter S. Thompson-John A. Walsh,3.68,eng,272.0,2242.0,128.0
Jane Robins,3.37,eng,384.0,51.0,9.0
Jane Green,3.71,eng,394.0,313.0,38.0
Jane Green,3.64,eng,450.0,669.0,68.0
Dave Pelzer,4.09,eng,203.0,218.0,28.0
Ellis Peters,3.98,eng,250.0,60.0,4.0
Albert Ellis,3.67,eng,272.0,49.0,6.0
David Ellis,3.8,en-US,448.0,572.0,76.0
Shannon Drake,3.78,eng,391.0,296.0,7.0
Luce Irigaray-Gillian C. Gill,4.01,eng,416.0,434.0,19.0
Brenda Novak,4.11,eng,299.0,528.0,32.0
Ann  O'Leary,3.64,eng,213.0,73.0,5.0
Deborah Woodworth,3.5,eng,272.0,55.0,5.0
Rumiko Takahashi,4.36,eng,206.0,5787.0,54.0
Marian Keyes,3.69,eng,448.0,269.0,28.0
Marian Keyes,3.8,ger,560.0,55.0,533.6321277526615
Marian Keyes,3.78,spa,648.0,152.0,9.0
Marian Keyes,3.69,fre,593.0,11.0,4.0
Marian Keyes,3.8,spa,592.0,33.0,5.0
Marian Keyes,3.51,eng,304.0,386.0,43.0
Marian Keyes,3.95,en-GB,626.0,598.0,53.0
Marian Keyes,3.95,spa,595.0,200.0,20.0
Joseph O'Connor-Diethard Herles-Pauline McLynn-Gerard Stembridge-Frank McCourt-Conor McPherson-Gene Kerrigan-Gina Moxley-Marian Keyes-Anthony Cronin-Owen O'Neill-Hugo Hamilton-Charlie O'Neill-Tom Humphries-Donal O'Kelly,3.39,ger,332.0,11.0,2.0
Marian Keyes,3.8,fre,608.0,6.0,533.6321277526615
Marian Keyes-Roxane Azimi,3.95,fre,563.0,6.0,1.0
Marian Keyes,3.78,spa,648.0,12.0,2.0
Marian Keyes,3.95,spa,594.0,7.0,533.6321277526615
Marian Keyes,3.75,ger,477.0,15.0,1.0
Marian Keyes,3.78,por,489.0,323.0,12.0
Marian Keyes-Lina Erkelius,3.78,swe,518.0,94.0,3.0
Marian Keyes,3.75,ger,480.0,34.0,533.6321277526615
Marian Keyes-Heloisa Maria Leal,3.95,por,560.0,179.0,4.0
Elizabeth Berg,3.7,en-GB,314.0,61.0,7.0
Wendy Markham,3.66,en-US,312.0,4601.0,82.0
Rumiko Takahashi,4.26,jpn,192.0,14.0,533.6321277526615
Rumiko Takahashi,4.27,jpn,192.0,13.0,533.6321277526615
Rumiko Takahashi,4.28,jpn,185.0,12.0,2.0
Rumiko Takahashi,4.27,jpn,192.0,10.0,1.0
Rumiko Takahashi,4.29,jpn,192.0,12.0,1.0
Rumiko Takahashi,4.29,jpn,192.0,13.0,533.6321277526615
Rumiko Takahashi,4.26,jpn,192.0,11.0,1.0
Rumiko Takahashi,4.29,jpn,192.0,11.0,1.0
Rumiko Takahashi,4.25,jpn,192.0,11.0,533.6321277526615
Rumiko Takahashi,4.26,jpn,192.0,12.0,1.0
Rumiko Takahashi,4.3,jpn,192.0,11.0,1.0
Rumiko Takahashi,4.28,jpn,192.0,13.0,533.6321277526615
Rumiko Takahashi,4.27,jpn,192.0,37.0,3.0
Rumiko Takahashi,4.28,jpn,185.0,12.0,1.0
Rumiko Takahashi,4.28,jpn,192.0,12.0,1.0
Rumiko Takahashi,4.0,en-US,216.0,33.0,1.0
Rumiko Takahashi,4.04,en-US,200.0,27.0,533.6321277526615
Rumiko Takahashi,4.48,spa,408.0,31.0,1.0
Rumiko Takahashi,4.24,spa,416.0,36.0,533.6321277526615
Rumiko Takahashi,4.25,spa,408.0,33.0,533.6321277526615
Rumiko Takahashi,4.29,spa,408.0,34.0,1.0
Rumiko Takahashi,4.38,spa,408.0,33.0,533.6321277526615
Rumiko Takahashi,4.12,eng,208.0,74.0,4.0
Rumiko Takahashi,3.99,en-US,400.0,132.0,8.0
Rumiko Takahashi,4.12,eng,200.0,1083.0,18.0
Rumiko Takahashi,4.14,spa,192.0,4.0,533.6321277526615
Ai Morinaga,3.55,eng,174.0,396.0,27.0
Stephen R. Donaldson,4.02,eng,672.0,11016.0,144.0
Stephen R. Donaldson,3.97,en-GB,479.0,172.0,3.0
Stephen R. Donaldson,4.15,eng,617.0,4450.0,65.0
Stephen R. Donaldson,4.15,eng,743.0,103.0,1.0
Stephen R. Donaldson,3.99,en-US,480.0,4888.0,97.0
Stephen R. Donaldson,3.9,en-US,486.0,1104.0,36.0
Stephen R. Donaldson,4.08,eng,518.0,5356.0,88.0
Yasuhiro Kano,3.84,eng,192.0,488.0,40.0
Molly C. Lee-Angela J. Linn-Chase Hensel-James H. Barker,3.5,eng,80.0,2.0,533.6321277526615
Candace Schuler,3.89,eng,215.0,17.0,1.0
Alice Hoffman,3.63,eng,264.0,6600.0,739.0
Alice Hoffman,3.82,eng,182.0,2517.0,231.0
Alice Hoffman,3.87,eng,166.0,5501.0,788.0
Alice Hoffman,3.83,eng,352.0,11612.0,948.0
Franz Kafka-Willa Muir-Edwin Muir-Gabriel Josipovici,4.35,eng,566.0,432.0,28.0
Gilles Deleuze-Félix Guattari-Franz Kafka,4.18,eng,136.0,1237.0,44.0
Jacob Grimm-Wilhelm Grimm-Maria Tatar-A.S. Byatt-George Cruikshank-Paul Hey-Walter Crane-Warwick Goble-Kay Nielsen-Arthur Rackham,4.46,eng,462.0,3038.0,100.0
Jacob Grimm-Wilhelm Grimm,4.31,en-US,680.0,4398.0,165.0
Emma Holly,3.62,en-US,295.0,1405.0,65.0
Kaoru Mori-森 薫,3.83,eng,183.0,3414.0,331.0
Kaoru Mori-森 薫,4.11,eng,187.0,1522.0,77.0
Jo Clayton-Kevin Andrew Murphy,3.36,en-GB,399.0,1.0,533.6321277526615
Jo Clayton,3.73,eng,368.0,33.0,533.6321277526615
Jo Clayton,3.68,eng,341.0,28.0,1.0
Jo Clayton,3.87,eng,352.0,61.0,2.0
Jo Clayton,3.97,eng,372.0,153.0,6.0
Jo Clayton-Jo Clayton,3.98,eng,400.0,64.0,1.0
Lidia Matticchio Bastianich-David Nussbaum-Christopher Hirsheimer,4.22,eng,448.0,521.0,23.0
Lidia Matticchio Bastianich-Tanya Bastianich Manuali-David Nussbaum-Christopher Hirsheimer,4.21,en-US,384.0,619.0,24.0
Lidia Matticchio Bastianich-Jay Jacobs,4.1,en-GB,288.0,45.0,3.0
Federico García Lorca-W.S. Merwin-Langston Hughes,3.83,en-US,160.0,842.0,31.0
Federico García Lorca-Francisco García Lorca-Donald M. Allen,4.31,eng,186.0,6163.0,82.0
Federico García Lorca-Michael Dewell-Carmen Zapata-Christopher Maurer,4.07,en-GB,169.0,140.0,8.0
Federico García Lorca-Christopher Maurer,4.43,eng,432.0,184.0,13.0
Richard Powers,3.62,eng,352.0,366.0,32.0
Richard Powers,3.72,eng,329.0,2063.0,183.0
Richard Powers,3.84,eng,352.0,709.0,45.0
Alister E. McGrath,4.04,eng,534.0,1147.0,48.0
Richard Powers,4.24,eng,631.0,1718.0,230.0
Alister E. McGrath,4.13,eng,744.0,234.0,11.0
Richard Powers,3.87,en-US,352.0,517.0,44.0
Alister E. McGrath,3.96,eng,354.0,491.0,70.0
Richard Powers,4.13,eng,640.0,1383.0,126.0
Richard E. Neustadt,3.79,eng,384.0,277.0,17.0
Patrick McGrath,3.63,eng,178.0,785.0,55.0
Patrick McGrath,3.32,eng,242.0,395.0,34.0
Martin Amis,3.74,eng,165.0,11360.0,796.0
Michael D. Oates-Larbi Oukada,3.52,eng,528.0,21.0,4.0
Martin Amis,3.96,eng,401.0,70.0,5.0
Martin Amis,3.39,eng,208.0,1056.0,44.0
Martin Amis,3.24,eng,176.0,3444.0,279.0
Martin Amis,3.71,eng,288.0,536.0,16.0
Hanif Kureishi,3.58,eng,205.0,47.0,3.0
Hanif Kureishi,3.73,en-US,284.0,362.0,22.0
Hanif Kureishi,3.48,eng,212.0,768.0,32.0
Roland Barthes-Annette Lavers,4.1,en-GB,159.0,220.0,15.0
Roland Barthes-Stephen Heath,4.1,eng,220.0,2974.0,39.0
Roland Barthes-Richard Howard,3.95,eng,119.0,75.0,6.0
Roland Barthes-Matthew    Ward-Richard Howard,3.57,eng,351.0,219.0,10.0
Roland Barthes-Richard Howard,3.94,eng,320.0,92.0,3.0
Roland Barthes-Richard Miller,4.02,eng,80.0,19.0,1.0
Umberto Eco-William Weaver,3.85,eng,229.0,106.0,11.0
Umberto Eco-William Weaver,3.85,eng,248.0,3396.0,148.0
Umberto Eco-Burkhart Kroeber,4.12,ger,657.0,646.0,19.0
Umberto Eco-Burkhart Kroeber,4.05,ger,95.0,9.0,1.0
Manuel Rivas-Jonathan Dunne,3.6,eng,165.0,628.0,53.0
Manuel Rivas,3.62,glg,216.0,450.0,19.0
Manuel Rivas,3.6,glg,152.0,181.0,13.0
Manuel Rivas,3.46,glg,142.0,24.0,533.6321277526615
Manuel Rivas,3.35,glg,741.0,33.0,2.0
Quim Monzó,3.8,cat,176.0,333.0,22.0
Quim Monzó,4.03,spa,504.0,44.0,4.0
Quim Monzó,3.77,cat,199.0,28.0,2.0
Jeremy Rifkin-Ralph Fowler,3.84,eng,320.0,215.0,12.0
Pablo Neruda-William O'Daly,4.05,eng,96.0,2086.0,213.0
Margery Facklam-Sylvia Long-Liliana Valenzuela,3.78,spa,32.0,4.0,1.0
David James Duncan,4.08,eng,304.0,665.0,52.0
Elizabeth Gilbert,3.8,eng,271.0,7634.0,934.0
Elizabeth Gilbert,3.39,eng,304.0,4065.0,521.0
Caroline Sharp-Elizabeth Gilbert,3.71,eng,176.0,148.0,15.0
Meg Cabot,4.17,eng,268.0,10886.0,365.0
Meg Cabot,3.67,eng,96.0,9330.0,211.0
Meg Cabot,3.69,eng,357.0,12297.0,432.0
David Levithan,3.5,eng,215.0,3048.0,277.0
David Levithan-Patricia McCormick-Matthue Roth-Kevin Waltman-Samantha Schutz-Coe Booth-Eddie de Oliveira-Tanuja Desai Hidier-Kevin Brooks-Chris Wooding-Markus Zusak-Brian James-Kristen Kemp-Eireann Corrigan-Christopher Krovatin-Billy Merrell,3.62,eng,240.0,222.0,23.0
David Levithan,4.11,eng,170.0,1414.0,62.0
David Levithan,3.73,eng,288.0,41.0,533.6321277526615
Julie Kenner,3.62,eng,352.0,524.0,33.0
Julie Kenner,3.61,eng,352.0,635.0,34.0
Julie Kenner,3.58,eng,391.0,243.0,27.0
Julie Kenner,3.89,eng,292.0,2343.0,164.0
Julie Kenner,3.7,eng,369.0,405.0,20.0
Julie Kenner,3.58,eng,256.0,876.0,71.0
Julie Kenner,3.67,eng,338.0,379.0,16.0
Julie Kenner,3.63,eng,320.0,4750.0,581.0
Sean Stewart,3.8,eng,243.0,666.0,67.0
Bryan Magee,4.06,eng,352.0,333.0,16.0
Bryan Magee,4.28,en-US,240.0,88.0,11.0
Bryan Magee,4.13,eng,240.0,498.0,40.0
Lynn Keller-Lynn Keller,4.4,en-US,424.0,5.0,533.6321277526615
James Joyce-Margot Norris-Hans Walter Gabler-Walter Hettche,3.85,eng,369.0,769.0,47.0
James Joyce-Robert Scholes-A. Walton Litz,3.85,eng,492.0,320.0,31.0
James Joyce-Frank McCourt-Donal Donnelly-Ciaran Hinds-Colm Meaney-Malachy McCourt,3.85,eng,8.0,52.0,11.0
Adam  Sexton-G. Tubach,3.5,eng,80.0,4.0,1.0
Pierdomenico Baccalario-Iacopo Bruno-Laura Zuccotti-Leah D. Janeczko-Beth Dunfey,3.92,eng,239.0,2950.0,234.0
Michael Korda,3.88,eng,176.0,410.0,44.0
Josiah Bunting-Arthur M. Schlesinger Jr.,3.85,eng,208.0,391.0,37.0
Weldon Thornton,4.04,eng,563.0,22.0,2.0
Ernle Bradford,4.04,eng,238.0,34.0,6.0
Bruce Arnold,3.79,eng,350.0,12.0,533.6321277526615
David R. Hawkins,4.58,en-US,296.0,176.0,9.0
David R. Hawkins,4.53,eng,407.0,423.0,24.0
David R. Hawkins,4.38,eng,432.0,707.0,35.0
Chris Kubica-Chris Kubica,3.54,eng,270.0,24.0,1.0
Harold Bloom,3.58,eng,176.0,17.0,2.0
Tad Williams,3.97,eng,364.0,9644.0,409.0
Augusten Burroughs,3.71,eng,315.0,6205.0,766.0
William Golding,3.67,en-US,208.0,310.0,38.0
Karen Katz,4.15,eng,14.0,408.0,26.0
Karen Katz,3.56,eng,32.0,147.0,23.0
Alan Dean Foster,3.8,eng,280.0,1025.0,23.0
Alan Dean Foster,3.68,eng,256.0,702.0,65.0
Alan Dean Foster,3.87,eng,352.0,1339.0,31.0
Alan Dean Foster,3.8,eng,255.0,40.0,5.0
Alan Dean Foster,3.4,eng,336.0,2.0,533.6321277526615
Kate Klise-M. Sarah Klise,4.2,eng,144.0,3099.0,297.0
Pimsleur Language Programs,4.21,eng,16.0,51.0,9.0
Alain de Botton,3.85,eng,280.0,6609.0,514.0
Alain de Botton,3.76,eng,208.0,9691.0,829.0
Alain de Botton,3.55,eng,258.0,805.0,46.0
Alain de Botton,4.0,eng,272.0,714.0,63.0
Alain de Botton,3.9,eng,306.0,7414.0,494.0
Alain de Botton,3.98,eng,194.0,10615.0,814.0
Alain de Botton,3.98,eng,249.0,1785.0,155.0
James McBride,3.74,en-US,336.0,2078.0,303.0
James McBride,4.08,ger,317.0,32.0,1.0
Margaret Weis-Tracy Hickman,4.14,en-US,361.0,420.0,20.0
Elizabeth A. Lynn,3.53,eng,336.0,165.0,11.0
Elizabeth A. Lynn,3.56,eng,224.0,633.0,32.0
Anna Deavere Smith,4.01,eng,240.0,522.0,47.0
Jessica Porter-Michio Kushi,3.68,eng,289.0,419.0,53.0
Sandra Cisneros-Elena Poniatowska,3.62,spa,110.0,29.0,4.0
Sandra Cisneros,3.62,eng,110.0,88.0,7.0
Harold Bloom-Terry Southern-David H. Goldsmith-James Lundquist-Lawrence R. Broer-Peter J. Reed-Loree Rackstraw-William S. Doxey-Jerome Klinkowitz-Richard Giannone-John L. Simons-Leonard Mustazza-Zoltan Ab di-Nagy-Peter Freese-Wendy B. Faris,4.35,eng,258.0,14.0,2.0
Jack Kerouac-Ann  Douglas,3.93,eng,187.0,1993.0,166.0
Jack Kerouac,4.11,en-US,599.0,342.0,12.0
Katharine McMahon,3.24,eng,346.0,3479.0,450.0
Hiromu Arakawa-Akira Watanabe-Eric Searleman,4.41,eng,96.0,255.0,9.0
Hiromu Arakawa-Akira Watanabe,4.59,eng,192.0,7335.0,120.0
Eric Chaisson-Steve McMillan,3.99,eng,2.0,122.0,4.0
Stephen P. Maran,3.83,eng,318.0,271.0,26.0
Dinah L. Moché,3.89,eng,343.0,109.0,8.0
Eric Chaisson-Steve McMillan,3.85,eng,499.0,153.0,8.0
Philip Plait,4.04,eng,277.0,5113.0,230.0
Richard Buxton,4.23,eng,256.0,1506.0,44.0
Edith Hamilton,3.99,eng,330.0,1679.0,184.0
Alex Ross-Geoff Spear-Chip Kidd,4.32,eng,320.0,1960.0,36.0
John Lindow,4.1,eng,365.0,1062.0,32.0
William F. Russell,4.09,eng,272.0,235.0,43.0
Peter M. Robinson,3.69,en-US,296.0,560.0,40.0
Alan Moore-Dave Gibbons,4.36,eng,464.0,1480.0,160.0
Hannah Hurnard,4.0,eng,184.0,38.0,5.0
Jon Stewart-Scott C. Jacobson,4.02,en-GB,227.0,1819.0,118.0
William J. Bennett-Michael Hague,4.17,en-US,112.0,86.0,11.0
Walter Dean Myers,3.97,eng,140.0,1094.0,170.0
Roger Ebert-David Bordwell,4.2,eng,512.0,401.0,29.0
Roger Ebert-Ray Ebert,3.87,en-US,228.0,78.0,8.0
Roger Ebert-Daniel Curley-Jack Lane,4.21,eng,123.0,37.0,6.0
Al Franken,3.86,eng,386.0,7410.0,204.0
Jacob Weisberg-Al Franken,3.37,eng,96.0,56.0,10.0
Al Franken,3.94,en-US,342.4027271401487,16.0,533.6321277526615
Al Franken-Melody Beattie-Stuart Smalley,3.8,en-US,352.0,352.0,34.0
Wayne G. Hammond-Christina Scull-J.R.R. Tolkien,4.13,en-US,224.0,8087.0,30.0
Peter Gilliver-E.S.C. Weiner-Jeremy Marshall,4.08,en-US,234.0,942.0,40.0
J.R.R. Tolkien-Christopher Tolkien-Alan  Lee,3.97,eng,313.0,2612.0,222.0
Douglas A. Anderson-Frank R. Stockton-Ludwig Tieck-Richard Garnett-H. Rider Haggard-Andrew Lang-William Hope Hodgson-E.A. Wyke-Smith-David  Lindsay-Clemence Housman-George MacDonald-Arthur Machen-A. Merritt-L. Frank Baum-Kenneth Morris-William Morris-James Branch Cabell-Lord Dunsany-Francis Stevens-E.H. Knatchbull-Hugessen-E. Nesbit,3.94,eng,528.0,1119.0,42.0
J.R.R. Tolkien-Christopher Tolkien,4.0,eng,496.0,2508.0,32.0
J.R.R. Tolkien,4.08,eng,178.0,2964.0,147.0
Joseph Pearce,4.06,eng,256.0,440.0,27.0
J.R.R. Tolkien-Christina Scull-Wayne G. Hammond,3.87,eng,116.0,8255.0,384.0
J.R.R. Tolkien-Christopher Tolkien,4.25,eng,484.0,49.0,2.0
J.R.R. Tolkien-Christopher Tolkien,3.96,eng,455.0,88.0,8.0
J.R.R. Tolkien-Christopher Tolkien,3.96,eng,393.0,93.0,7.0
J.R.R. Tolkien-Pauline Baynes,4.11,en-US,370.0,60.0,5.0
Jane Chance-Alfred Siewers,3.59,eng,264.0,14.0,2.0
Rose A. Zimbardo-Neil D. Isaacs,4.02,eng,304.0,2063.0,18.0
J.R.R. Tolkien-Francis Ledoux,3.51,fre,217.0,87.0,3.0
J.R.R. Tolkien-Peter S. Beagle-Pauline Baynes,3.99,eng,282.0,142.0,15.0
